id,user,name,desc,steps,post_time
313,68,antipasto rotini pasta salad,this is an often-requested recipe around here. i make it in quantity for my kids' team dinners and never have any left!,"in a large salad bowl , put together all the above salad ingredients
make the salad dressing at least 2 hours
mix all the ingredients together and let them""set""
this makes more dressing than you need so put only what you need on the salad and toss thoroughly",2002-03-21
314,116,bacon cheeseburger rice casserole,"cheesy, meaty, tomato-ey, and all-around yummy....  i created this when my hubby announced we were having company and i didn't have time to go to the store!  most of the ingredients can be found in your own fridge, larder, or pantry!","preheat oven to 350 degrees
cook bacon in skillet until crispy , and blot on paper towels and crumble
cook onion and ground beef in bacon fat and drain
add rice , tomatoes , water , tomato sauce , mustard , and a1
bring to a boil , cover , reduce heat and simmer 20 minutes , stirring occasionally
add cheese , stir until melted , and put in baking dish , top with bacon
bake in oven 30 minutes until bubbly",2007-11-21
315,67,barbecue casserole,"i pilfered this recipe from one of those checkout line cookbooks and it's been a family favorite ever since.  hearty, barbecue flavored beef and beans meets chili pie in this quick, easy dish for the entire gang!","brown and drain ground beef in skillet
remove and cook diced onion and sliced bacon until onion is soft and bacon is crisp
add ground beef back into skillet and keep warm
empty baked beans into 9x13 casserole dish
add in ketchup , mustard , vinegar , brown sugar and stir to combine
combine ground beef mixture with baked bean mixture in casserole dish
bake in a preheated oven at 375 for 15-20 minutes
remove from oven and top with corn chips and shredded cheddar cheese
place back into oven and allow for cheese to melt
serve immediately
this recipe is good served cold as well
you can shortcut this recipe by using your favorite bottled barbeque sauce",2007-02-13
316,119,crock pot shredded pork,cooks for 24 hours.  start the day before for busy days.  great for football parties.,"place roast in crock pot
sprinkle roast with taco seasoning
pour water over roast and cook for 24 hours on low
shred pork using two forks
add barbecue sauce to taste or serve on the side
great on rolls or taco shells",2006-10-23
317,170,risotto con l aragosta  lobster risotto,"this recipe is italian was brought home from culinary school by my dd where it was made in class. i have not had it, but she told me it was very good. enjoy.","in sauce pan saute onions in 2 tablespoons butter until tender
add the rice and cook a minute of two , stirring constantly
add wine and cook until absorbed
add stock in stages , stirring until rice is between al dente and tender / creamy
cut lobster tail into chunks and add to rice
cook until lobster is cooked through
add remaining butter , old bay seasoning and grated cheese
sprinkle with parsley",2009-05-05
318,3,pizza scrolls,"a great afternoon snack! if you don't have a favoured pizza sauce use tomato paste and add some dried italian herbs.
can be served hot or cold...great  for the lunch box.","preheat oven to 200c
combine the chopped capsicum , ham and cheese in bowl
spread the sauce onto each sheet of pastry , leaving a 2cm border along one side , and sprinkle the capsicum mixture over the top
roll up the pastry to enclose the filling , leaving the plain edge until last
brush the edge lightly with water and fold to seal
cut each roll into 1cm rounds and place on lined oven trays
bake for 20 min or until golden",2007-05-21
319,20,molded cranberry salad,prep time does not include chilling overnight.,"dissolve gelatin in simmering water in large heatproof bowl
stir in orange rind
pour reserved pineapple juice into 2-cup measure
add lemon juice and enough cold water to total 2 cups
stir into gelatin mixture
refrigerate 1 to 1 1 / 2 hours or until consistency of unbeaten egg whites
fold in cranberries , celery , walnuts and pineapple
pour into lightly oiled 1-quart fluted ring mold or crown mold
chill at least 25 hours or until very firm
when ready to serve , loosen edge of mold with thin knife
dip mold quickly in hot water to loosen salad , then invert onto serving plate
cut in slim wedges to serve",2002-07-08
320,22,ensalada de nochebuena,"based on a recipe from the december 2009 issue of cuisine at home. includes a pomegranate-lime vinaigrette. “this salad traditionally is served by many mexican families during christmas eve celebrations. try it paired with tamales for a full feast.” tip to prep pomegranate: slice off the crown end of the fruit; score the rind around the fruit, then break the fruit apart at the score lines. place the pieces in a large bowl of cold water, and gently roll out the arils (seeds) and the white membrane. remove and discard the white membrane that floats to the top, then drain the arils in a strainer and they’re ready to eat.","in small bowl whisk together first five vinaigrette ingredients
season with salt and pepper and set aside
in large bowl , combine salad ingredients
add cilantro to the vinaigrette just before tossing with the salad
serve immediately and enjoy !",2010-02-14
321,114,roasted winter veggies,simple and very good for a side dish.,"preheat the oven to 425 degrees f
cut the carrots , parsnips , sweet potato , and butternut squash in 1 to 1 1 / 4-inch cubes
all the vegetables will shrink while baking , so don't cut them too small
place all the cut vegetables in a single layer on 2 baking sheets
drizzle them with olive oil , garlic powder salt , and pepper
toss well
bake for 25 to 35 minutes , until all the vegetables are tender , turning once with a metal spatula
sprinkle with parsley , season to taste , and serve hot",2008-11-11
322,197,marinated baked pork chops,a tangy marinade makes these pork chops a real family pleaser.,"preheat oven to 350 degrees f
in a small bowl , thoroughly blend soy sauce , vegetable oil , worcestershire sauce , lemon juice , brown sugar , and ketchup
place pork chops in a medium baking dish , and spread with 1 / 2 the sauce
bake pork chops 30 minutes in the preheated oven
turn , and spread with remaining sauce
continue baking 30 minutes , or until internal temperature of the chops has reached 160 degrees f",2008-06-27
323,53,sherri s cheese tea sandwiches,"this recipe is really easy to make your own-change it up by using different shredded cheese, dijon mustard, flavored cream cheese, and /or breads. sandwiches may be frozen, omitting the cucumber; thaw in refrigerator, and add cucumber before serving.  also, i will make this sandwich just for me-esp. when cucumbers are in season or just top some crackers with the cheese mixture.  cooking time is refrigeration time after preparation.  from southern living, 1992.  enjoy!!!","combine first 4 ingredients
add cayenne , if desired , and set aside
with a 1-3 / 4"" cookie cutter , cut 2 rounds out of each bread slice
spread half of bread rounds with cheese filling and top with cucumber slices and remaining bread rounds
place in shallow container , top with slightly dampened paper towels and cover with plastic wrap
refrigerate 8 hours",2008-08-25
324,171,roasted vegetables and feta,"nice healthy roasted vegetable side dish, recipe from health check website.","preheat oven to 375 f
combine mushrooms , peppers , zucchini , onion , and garlic in 9 x 13 inch baking dish
stir remaining ingredients except for feta in a small bowl
drizzle over vegetables and stir in to evenly coat
bake in oven for 20 minutes
sprinkle with crumbled feta cheese
serve",2005-09-21
325,108,calamari steaks,"we love calarami steaks, this is my recipe that i have been making for years & years. they cook fast do not over cook. i usually cook them after we have had our salad, and have everything else ready. enjoy.","use a big skillet , place oil in skillet
beat eggs in shallow bowl
put flour in another shallow pan
seasoned bread crumbs in another pan
salt and pepper calamari steaks , dip first into flour then into egg , then in to seasoned bread crumbs
fry in hot skillet , turn when brown on first side , brown on other side
serve
these cook fast-- do not over cook as they will get tough",2004-01-19
